ROI	structure	N57437	N57442	N57446	N57447	N57449	N57451	N57496	N57498	N57500	N57502	N57504	N57513	N57515	N57518	N57520	N57522	N57546	N57548	N57550	N57552	N57554	N57559	N57580	N57582	N57584	N57587	N57590	N57692	N57694	N57700	N57702	N57709	N58302	N58303	N58305	N58309	N58310	N58344	N58346	N58350	N58355	N58359	N58361	N58394	N58396	N58398	N58400	N58402	N58404	N58406	N58408	N58477	N58500	N58510	N58512	N58514	N58516	N58604	N58606	N58608	N58611	N58613	N58706	N58708	N58712	N58214	N58215	N58216	N58217	N58218	N58219	N58221	N58222	N58223	N58224	N58225	N58226	N58228	N58229	N58230	N58231	N58232	N58633	N58634	N58635	N58636	N58649	N58650	N58651	N58653	N58654	N58714	N58740	N58734	N58792	N58784	N58790	N58779	N58749	N58788	N58794	N58733	N58655	N58735	N58780	N58747	N58751	N58745	N58742	N58732	N58935	N59003	N58819	N58909	N58919	N58889	N59010	N58859	N58917	N58815	N58997	N58999	N58881	N58853	N58995	N58877	N58883	N58885	N58906	N58821	N58855	N58861	N58857	N58851	N58887	N58879	N58829	N58913	N58831	N58941	N58813	N58952	N59022	N59026	N59033	N59035	N59039	N59041	N59065	N59066	N59072	N59076	N59078	N59080	N59097	N59099	N59109	N59116	N59118	N59120	N58612	N59136	N59140	N58946	N59141	N58915	N59005	N58954	N58948	N58610	N60103	N60062	N60101	N60056	N60088	N60064	N60070	N60093	N60097	N60095	N60068	N60072	N60058	N60092	N60060	N60188	N60190	N60192	N60194	N60198	N60219	N60221	N60223	N60225	N60229	N60231	N60167	N60133	N60200	N60131	N60139	N60163	N60159	N60157	N60127	N60161	N60169	N60137	N60129
10	Primary_Auditory_Cortex	0.6426135	0.6542775	0.6585604	0.6879938	0.6710445	0.6600184	0.6784257	0.7094082	0.7285444	0.6966506	0.7392972	0.7357433	0.6756919	0.6487189	0.724626	0.6683108	0.6593805	0.6359614	0.6967418	0.6746895	0.7765673	0.6771499	0.6695865	0.688905	0.7384771	0.6857156	0.7361989	0.6478077	0.6461674	0.6332276	0.7228947	0.6694043	0.6545509	0.6952838	0.6164606	0.5595075	0.7884135	0.5916746	0.808461	0.6825263	0.737019	0.6294004	0.6308584	0.5375464	0.5928593	0.5213261	0.558414	0.6899074	0.5694401	0.5536755	0.7014803	0.6206524	0.694008	0.6736872	0.62694	0.6192855	0.6482633	0.6165518	0.6237506	0.5835645	0.6324075	0.6825263	0.5934972	0.6760564	0.6507236	0.7068567	0.6456206	0.8601289	0.5731763	0.6981087	0.6074393	0.5873007	0.6785167	0.6163695	0.5634259	0.7221656	0.6124511	0.6271223	0.74358	0.6676729	0.6012428	0.6160961	0.6169162	0.6813416	0.7126886	0.6602007	0.6708623	0.5743609	0.6367815	0.6514527	0.7328272	0.6600184	0.5637904	0.6265755	0.6399709	0.6019717	0.5606921	0.5991469	0.6052523	0.5886675	0.6561912	0.6213814	0.6504503	0.5796462	0.5705336	0.7395705	0.667035	0.6579225	0.6494479	0.61236	0.6680374	0.6904541	0.6201056	0.614547	0.6387863	0.7689128	0.6369638	0.7279977	0.6574669	0.6629344	0.616734	0.6920944	0.6164606	0.6325898	0.661203	0.6891784	0.6535485	0.6336833	0.5749988	0.6798837	0.5927681	0.6722292	0.6678551	0.7163336	0.6188299	0.6345034	0.6571935	0.5979623	0.6585604	0.5959575	0.6716824	0.5975066	0.6428869	0.6010605	0.6755096	0.6210169	0.70713	0.682344	0.6436159	0.6222015	0.6434336	0.6485366	0.6236595	0.6992021	0.6259376	0.7186118	0.6911831	0.6920033	0.6363259	0.7166982	0.6041588	0.6879938	0.7364722	0.7052164	0.6107197	0.5770035	0.7127798	0.629127	0.6542775	0.6803393	0.6499947	0.6034298	0.7391149	0.5888498	0.6048878	0.5692579	0.6463497	0.5942261	0.6268489	0.6311318	0.5918569	0.6960128	0.6228394	0.642249	0.6093529	0.6332276	0.6458029	0.745038	0.7102283	0.6916388	0.6924589	0.6425224	0.686718	0.7716465	0.6499035	0.6894518	0.6684019	0.6010605	0.6478988	0.6909097	0.6255732	0.6310406	0.6581959	0.6578314	0.642249	0.6355058	0.7516901	0.6335921	0.6149115
11	Secondary_Auditory_Cortex,_Dorsal_Part	0.6591071	0.7895982	0.7150579	0.813564	0.710775	0.755973	0.7577044	0.7315515	0.7621695	0.727542	0.7739246	0.7702796	0.731916	0.7527837	0.7511434	0.779301	0.7623518	0.6905453	0.7335563	0.7267219	0.8268683	0.7989841	0.7329184	0.7700063	0.7832194	0.772011	0.8001686	0.7212544	0.7286355	0.7262663	0.7542416	0.7207988	0.7300935	0.8598555	0.7966148	0.7146023	0.8564839	0.7284533	0.9312064	0.8329737	0.804087	0.7256284	0.7613494	0.6266667	0.7146934	0.6110843	0.6620231	0.828144	0.6519083	0.6168252	0.7906005	0.6966506	0.7686394	0.7518724	0.7051253	0.6921855	0.7022093	0.7088614	0.6851689	0.6742339	0.7232592	0.7294556	0.6997489	0.7557908	0.7346498	0.9748553	0.7595269	1.066892	0.6836198	0.9343047	0.6807038	0.6602918	0.799713	0.687447	0.6855334	0.9129814	0.7016625	0.814293	0.8818166	0.8363453	0.7497765	0.7570665	0.6963773	0.8111036	0.7456759	0.7518724	0.7648122	0.6653948	0.7241704	0.6708623	0.7086791	0.7857709	0.6667616	0.6899985	0.7176094	0.6724114	0.6354147	0.7867733	0.7191585	0.662661	0.8198516	0.683802	0.7182473	0.6899985	0.6510881	0.830331	0.773469	0.723168	0.735561	0.7447646	0.8124705	0.8537502	0.6829819	0.6702244	0.6637545	0.8355252	0.7109573	0.8023556	0.7854064	0.7512345	0.6956483	0.7693684	0.6837109	0.6977441	0.7444001	0.7889603	0.7700974	0.6981087	0.6226571	0.7387504	0.7793921	0.7830371	0.7978905	0.8628626	0.7150579	0.6984732	0.7201609	0.6798837	0.7228947	0.746496	0.7477718	0.6748717	0.8375299	0.7650855	0.8812699	0.6934613	0.9063293	0.8232233	0.7227124	0.724626	0.8008065	0.7736513	0.7233503	0.7920585	0.821583	0.8869197	0.784404	0.8147486	0.7927876	0.8586709	0.6992021	0.8006243	0.912708	0.8954854	0.8428152	0.650997	0.8326092	0.7385681	0.8641384	0.7102283	0.7351054	0.6322253	0.8254102	0.6815239	0.629127	0.680157	0.6984732	0.688905	0.7369279	0.7248083	0.6536396	0.6888139	0.7905094	0.6838931	0.6784257	0.7430333	0.6827996	0.8079143	0.763992	0.8001686	0.8333381	0.7402084	0.763992	0.8562105	0.7605293	0.7955213	0.7207077	0.6780611	0.7300024	0.8702438	0.7321894	0.6856245	0.7870467	0.8207629	0.8098279	0.6734138	0.7668169	0.760347	0.8137463
12	Secondary_Auditory_Cortex,_Ventral_Part	0.7103194	0.7835839	0.7969792	0.7411196	0.7513257	0.7197053	0.7700974	0.806274	0.7529659	0.7441268	0.7956124	0.7965236	0.7257195	0.7687305	0.7569754	0.7029383	0.7203432	0.7265397	0.7360166	0.7482274	0.8133818	0.7894159	0.7970704	0.8342494	0.7958858	0.7577955	0.7466783	0.672138	0.7775697	0.7518724	0.7439445	0.7077679	0.7438534	0.7164248	0.6922767	0.621837	0.7731956	0.6570113	0.7893248	0.7617139	0.8182114	0.7207077	0.7176094	0.6082594	0.675054	0.5991469	0.6321341	0.7882313	0.6468053	0.6457118	0.7713732	0.6731404	0.7066744	0.6762387	0.7157869	0.675054	0.6857156	0.66339	0.6716824	0.6601095	0.730458	0.7619873	0.7135999	0.7533304	0.7415753	0.7525102	0.6718646	0.8105569	0.6272134	0.7181562	0.6545509	0.6449828	0.6693131	0.6680374	0.6731404	0.7534215	0.7284533	0.7119597	0.8110125	0.7372013	0.6594716	0.766908	0.6778789	0.7434889	0.7860443	0.7577955	0.7988018	0.6530018	0.7343764	0.6840754	0.8080054	0.7385681	0.6304939	0.7025738	0.6968329	0.7082235	0.628398	0.6550977	0.6703155	0.691821	0.7525102	0.7064011	0.745767	0.676512	0.6745073	0.7587979	0.749412	0.7090436	0.7675459	0.6858068	0.7236236	0.77274	0.696924	0.7218012	0.693279	0.8712462	0.748683	0.7748359	0.7456759	0.7052164	0.7373835	0.7482274	0.6926411	0.689634	0.7634453	0.7321894	0.7219834	0.8161155	0.6272134	0.7390237	0.6853511	0.7774785	0.7694595	0.7560642	0.6975619	0.7065833	0.7350143	0.6789724	0.7156958	0.7094082	0.7890514	0.6605651	0.7215278	0.6718646	0.7174271	0.6931879	0.7631719	0.698382	0.6851689	0.6857156	0.696195	0.7145112	0.7254462	0.7888691	0.6776055	0.7461315	0.6996578	0.7411196	0.6620231	0.7843129	0.7188851	0.6999311	0.7805768	0.7526925	0.6795191	0.6940991	0.8185759	0.7266307	0.717336	0.7731045	0.7220745	0.6263933	0.7685483	0.6421579	0.6904541	0.6508148	0.7792099	0.6496301	0.695466	0.6783345	0.6614764	0.7190674	0.6889961	0.6734138	0.6420668	0.6719558	0.6869003	0.8359808	0.7806679	0.702756	0.7368368	0.7103194	0.7087703	0.8521099	0.7663613	0.7668169	0.7840395	0.6739605	0.7094082	0.7601648	0.7014803	0.6609296	0.6679463	0.6971062	0.7009335	0.6866269	0.8275061	0.6826174	0.6822529
13	Dorsolateral_Orbital_Cortex	0.3147458	0.3046309	0.3063623	0.3037196	0.2971586	0.3021705	0.3344288	0.3088226	0.3179351	0.3044486	0.3131966	0.3139256	0.306909	0.316386	0.3157481	0.3119209	0.2987078	0.3225825	0.2934225	0.320031	0.3435413	0.3394406	0.330237	0.333153	0.3180262	0.3000746	0.3320595	0.2913266	0.3084581	0.3115564	0.2905976	0.352836	0.2866793	0.3130144	0.279936	0.297432	0.3070001	0.294516	0.311283	0.2936048	0.3159304	0.3552053	0.3157481	0.2982521	0.3063623	0.2953361	0.3088226	0.2892308	0.3210334	0.290871	0.2885018	0.3130144	0.3071824	0.3208511	0.280665	0.277749	0.3099161	0.3173884	0.3086404	0.3392584	0.2810295	0.295974	0.2936959	0.3040841	0.258066	0.3017149	0.3011681	0.3299636	0.2845834	0.3237671	0.2765644	0.2780224	0.3138345	0.2622578	0.253692	0.3470951	0.295245	0.3264098	0.3203044	0.3413543	0.2829431	0.2870438	0.3167505	0.3143813	0.3326974	0.3306926	0.3169328	0.3077291	0.311283	0.3070913	0.347004	0.2909621	0.2916	0.298161	0.3350666	0.3176618	0.2831254	0.293787	0.3024439	0.2948805	0.3275033	0.2722815	0.3096428	0.3213068	0.2948805	0.2956095	0.3121031	0.2912355	0.3080025	0.2717347	0.2705501	0.3296902	0.312012	0.2769289	0.2776579	0.2791159	0.2977965	0.3110096	0.3244961	0.325863	0.3092782	0.3035374	0.2819408	0.3145635	0.3242228	0.2884106	0.279936	0.3085493	0.289413	0.2949716	0.2965208	0.3159304	0.3279589	0.3043575	0.297432	0.2669051	0.3123765	0.2971586	0.3344288	0.2773845	0.3329708	0.285039	0.3212156	0.3011681	0.3435413	0.2936959	0.2875905	0.3012592	0.2722815	0.3230381	0.2575192	0.2896864	0.2619844	0.3002569	0.2858591	0.2744685	0.2866793	0.2927846	0.2890485	0.287955	0.270459	0.2947894	0.2903243	0.2847656	0.2912355	0.2859502	0.2893219	0.2790247	0.3155659	0.2882284	0.2724638	0.3343376	0.3429034	0.2905976	0.2534186	0.2734661	0.2962474	0.2693655	0.3183908	0.2659028	0.2800271	0.2971586	0.305451	0.2844011	0.2782958	0.3410809	0.2919645	0.3005303	0.3201221	0.2914177	0.3034463	0.2751064	0.2560613	0.3070913	0.2976142	0.322218	0.2993456	0.2539654	0.3143813	0.28431	0.2578838	0.2925113	0.2960651	0.2871349	0.2606175	0.2590684	0.3379826	0.286497	0.2779313
14	Frontal_Cortex,_Area_3	0.5167699	0.6095352	0.5271581	0.5103911	0.5172255	0.5449275	0.5173166	0.4941709	0.527067	0.5194125	0.5106645	0.5121225	0.4932596	0.532899	0.4755814	0.5382754	0.5020987	0.5076574	0.4576298	0.5492104	0.5692579	0.5382754	0.5080219	0.5063816	0.5023721	0.5046502	0.5060171	0.4714808	0.465102	0.5277049	0.470934	0.5326256	0.504468	0.5136716	0.4712074	0.5346304	0.4968135	0.4978159	0.5009142	0.4795909	0.5104823	0.5702603	0.48843	0.477495	0.5040124	0.4846027	0.5003674	0.4841471	0.4962668	0.4922573	0.5167699	0.5287073	0.5141273	0.515403	0.520506	0.4958111	0.5025544	0.519777	0.4923484	0.5546779	0.4742145	0.4437788	0.5201415	0.5484814	0.5364529	0.5825621	0.4734855	0.5648839	0.4706606	0.6233861	0.458541	0.4553517	0.4660133	0.4457835	0.4107915	0.546021	0.4863341	0.5055615	0.5809219	0.6310406	0.4751258	0.5113935	0.5535844	0.4969958	0.5045592	0.5958664	0.5390044	0.460728	0.5326256	0.4878833	0.5685289	0.4981804	0.5084775	0.4553517	0.5341747	0.5040124	0.4918016	0.5046502	0.540918	0.5021899	0.5827444	0.4798643	0.5119402	0.5238776	0.4769483	0.562788	0.564975	0.483327	0.5298919	0.4983626	0.4969958	0.5603276	0.4895235	0.4857874	0.4699316	0.5145829	0.5002763	0.4965401	0.5466589	0.5632436	0.5245155	0.5257002	0.4973603	0.4845116	0.535086	0.5287984	0.4893413	0.5147651	0.4930774	0.4805021	0.4860608	0.5447453	0.5215084	0.5508506	0.4817779	0.4634618	0.4848761	0.5103	0.527796	0.4938975	0.5629703	0.5151296	0.5483903	0.5204149	0.5785527	0.5233309	0.5347215	0.4951733	0.5038301	0.5165876	0.4961756	0.4999118	0.4653754	0.5162231	0.5297096	0.5125781	0.4890679	0.4824158	0.497178	0.4988183	0.4674713	0.5261558	0.5246066	0.5442896	0.5298919	0.4832359	0.5556803	0.5257913	0.583929	0.4470593	0.4374	0.4815045	0.527796	0.4866986	0.4154389	0.4805933	0.4917105	0.4385846	0.4635529	0.4547138	0.4441433	0.4635529	0.5173166	0.4572653	0.4655576	0.5220551	0.4755814	0.5013698	0.4809578	0.4728476	0.4836004	0.4823246	0.484785	0.5101178	0.4791353	0.5406446	0.5061994	0.4632795	0.497178	0.5020987	0.4553517	0.4472415	0.4915283	0.5458388	0.501552	0.4725743	0.4952644	0.4984538	0.5049236
15	Frontal_Association_Cortex	3.448079	3.793078	3.673613	3.453	3.520432	3.70086	3.71061	3.743871	3.749885	3.580028	3.49674	3.507584	3.740955	3.663225	3.63361	3.829164	3.867436	3.667872	3.590963	3.829893	4.056612	3.698946	3.721272	3.629965	3.842103	3.564445	4.01843	3.399601	3.679172	4.196944	3.545765	4.362974	3.615111	3.6604	3.494644	3.622037	3.775218	3.431221	3.698126	3.297814	3.915095	3.92849	3.612286	3.515329	3.505761	3.607639	3.669786	3.453	3.648463	3.441609	3.730475	3.653201	3.457374	3.711339	3.82397	3.410718	3.790253	4.026723	3.472956	3.999568	3.498289	3.509497	3.518792	3.746969	3.567453	3.726192	3.613653	4.115479	3.804924	4.053422	3.857504	3.807203	4.350125	3.798455	3.297905	3.931771	3.919104	3.702682	3.709608	4.545133	3.462386	3.866252	4.00868	3.609917	3.932499	4.154936	3.888942	3.68792	4.040483	3.745693	4.234579	3.309205	3.283781	3.386934	3.750067	3.644544	3.606637	3.425753	3.889762	3.361875	3.991002	3.400056	3.590963	3.629691	3.542393	3.581668	3.646458	3.356954	3.345928	3.406708	3.27968	3.768292	3.567635	3.352307	3.451177	3.343559	3.559707	3.729928	3.733847	3.827615	3.796632	3.623768	3.330254	3.690289	3.996469	3.474414	3.476875	3.854223	3.574105	3.568455	3.370805	3.903339	3.861695	3.59315	3.427576	3.3226	3.735761	3.654568	3.817044	3.150829	3.782143	3.389577	3.588958	3.545856	3.752345	3.482798	3.312576	3.373083	3.480884	3.658851	3.189011	3.408257	3.442794	3.428031	3.223456	3.180354	3.291071	3.348297	3.331621	3.278495	3.330163	3.306653	3.40443	3.396958	3.335995	3.289339	3.55588	3.215163	3.461383	3.539386	3.35094	3.836636	3.648645	3.717171	3.106725	3.255714	3.324422	3.218262	3.629236	3.242319	3.58586	3.49027	3.416185	3.379917	3.525262	3.691474	3.838914	3.545127	3.703593	3.462295	3.552691	3.47332	3.400967	3.727104	3.501752	3.994829	3.86771	3.456098	3.75517	3.360508	3.351395	3.620123	3.390579	3.597524	3.360417	3.313578	3.670515	3.431312	3.357501
16	Insular_Cortex	2.966939	3.302097	3.026626	3.143084	2.927208	3.201221	3.124768	3.099617	3.150465	3.109732	3.278678	3.290433	2.996372	3.234938	3.145817	3.158119	3.165045	3.17598	3.05041	3.080207	3.246693	3.412814	3.522437	3.474414	3.337271	3.210881	3.284874	2.987533	3.188282	2.925112	3.242136	3.133698	3.035647	3.12659	3.081028	2.999379	3.058246	3.018698	3.253163	3.326154	3.125588	3.256078	3.190469	2.911262	3.013959	3.021341	3.037014	3.38502	3.098523	2.805374	3.240679	3.120485	2.980881	3.394589	2.967486	2.82369	3.118571	3.086951	2.934954	3.029906	2.952268	3.052141	3.095061	3.059522	2.98808	3.461019	3.302097	3.680721	2.862236	3.473047	2.873809	2.833441	3.306562	2.879186	3.111281	3.748154	3.500385	3.56964	3.917464	3.649556	3.614838	3.482069	3.032913	3.309933	3.28779	3.162129	3.25298	2.791523	3.108456	3.049589	3.31859	3.134609	2.850572	3.088955	3.057699	2.98726	2.872442	2.907434	3.063714	3.200401	3.296265	2.819407	2.946162	2.906432	3.001202	2.867795	3.424113	3.070275	3.183816	2.791706	2.848476	3.181903	2.848932	2.996281	2.74423	3.073829	3.092965	3.267287	3.237762	3.105175	3.181812	3.230837	3.052141	2.839911	3.185183	2.81394	3.039657	3.11365	2.854673	3.055695	3.094696	3.388574	3.167596	3.298634	2.878912	2.973682	3.031729	2.820228	3.034098	2.797264	3.082577	2.957189	3.209787	2.93541	3.076107	2.854217	2.95327	3.002569	3.082668	2.942153	2.752886	3.137798	2.905885	3.171332	2.955366	3.044213	3.014871	3.09989	2.971951	3.178531	2.849023	2.856131	2.896226	3.094514	3.115199	2.937232	3.204411	2.895406	3.142263	2.914542	3.028175	2.874629	3.47332	2.855037	2.770473	2.912537	2.834443	2.776852	3.092874	2.785053	2.753069	2.877636	3.349573	2.829796	2.869617	3.178987	2.982521	3.425389	3.209696	3.107363	3.216075	2.933861	2.979241	3.377366	3.416368	3.315401	3.124585	2.963112	3.132331	3.088226	2.818952	3.020429	2.920921	2.911991	2.954819	2.914998	3.298907	3.207509	2.823781
17	Lateral_Orbital_Cortex	1.515864	1.618836	1.482239	1.555504	1.516776	1.472216	1.548214	1.625579	1.589676	1.517596	1.475769	1.474676	1.420365	1.531173	1.396217	1.453535	1.529989	1.541379	1.433032	1.57865	1.662576	1.592045	1.600246	1.499189	1.556688	1.484973	1.619656	1.380544	1.507572	1.556506	1.418634	1.639065	1.380635	1.489985	1.427929	1.470393	1.504292	1.411617	1.547303	1.420821	1.525979	1.525888	1.391479	1.358856	1.415354	1.400865	1.489894	1.380726	1.490076	1.422279	1.575005	1.48069	1.448159	1.490714	1.529351	1.363139	1.438135	1.49199	1.391023	1.591407	1.340813	1.380453	1.425651	1.467477	1.462465	1.581019	1.390659	1.667405	1.308191	1.601795	1.281673	1.249597	1.479506	1.35029	1.159566	1.561609	1.475769	1.456542	1.491899	1.579561	1.390112	1.543566	1.403781	1.509759	1.515318	1.570995	1.459458	1.366237	1.570084	1.395671	1.579743	1.469482	1.429751	1.381182	1.558784	1.4888	1.525068	1.456451	1.457727	1.454355	1.64189	1.402961	1.565801	1.47012	1.434581	1.396399	1.534454	1.501011	1.51796	1.53901	1.448067	1.650456	1.496455	1.365326	1.409795	1.487251	1.517049	1.592136	1.556962	1.536368	1.563978	1.577374	1.378083	1.509121	1.661027	1.512219	1.392117	1.519054	1.480599	1.519054	1.421003	1.592227	1.636149	1.571268	1.332885	1.350837	1.505841	1.446245	1.584573	1.355211	1.666403	1.440595	1.53819	1.481966	1.518872	1.477865	1.446609	1.439593	1.461372	1.563523	1.353206	1.47905	1.358036	1.442053	1.389747	1.409613	1.420274	1.407972	1.40533	1.39722	1.345552	1.439502	1.453717	1.566439	1.459367	1.37699	1.571268	1.414716	1.519145	1.390294	1.435492	1.507481	1.553864	1.50821	1.253515	1.361225	1.470849	1.324593	1.477319	1.416083	1.48716	1.492901	1.479688	1.330607	1.32678	1.479688	1.573547	1.500647	1.483059	1.486704	1.544569	1.375259	1.381273	1.578923	1.431209	1.52525	1.654466	1.424466	1.499371	1.457818	1.391023	1.494177	1.341816	1.442509	1.367057	1.284407	1.521241	1.427655	1.414807
18	Lateral_Parietal_Association_Cortex	0.08046338	0.08647763	0.06542775	0.078732	0.08110125	0.09723037	0.080919	0.08265038	0.0710775	0.07754738	0.08720662	0.08766225	0.08155688	0.1017866	0.09021375	0.1006931	0.08155688	0.08474625	0.08574863	0.0834705	0.082377	0.0871155	0.07827638	0.07955213	0.08520187	0.08912025	0.09158063	0.08438175	0.07982551	0.08410838	0.07581601	0.08438175	0.0907605	0.09340313	0.07973438	0.07927875	0.1033358	0.08793563	0.104976	0.09905288	0.1131773	0.1004198	0.08748	0.08893801	0.08994038	0.09704813	0.09249188	0.08146575	0.09358538	0.089667	0.1000553	0.09167175	0.0900315	0.09449663	0.09823275	0.08729775	0.08574863	0.08757113	0.07918762	0.0769095	0.09057825	0.08465513	0.08811788	0.09230963	0.1051583	0.1146353	0.08893801	0.1079831	0.0805545	0.1206495	0.08019	0.08893801	0.09969075	0.08246813	0.07827638	0.1079831	0.09650138	0.0951345	0.124659	0.1001464	0.09531675	0.1044293	0.08574863	0.0871155	0.091125	0.09586351	0.082377	0.08319712	0.09303863	0.08228588	0.08064563	0.0987795	0.08210362	0.08019	0.08401725	0.09285638	0.088209	0.08119237	0.09932625	0.08283263	0.09085163	0.08265038	0.08729775	0.08173913	0.08693326	0.0980505	0.09066938	0.09668363	0.0674325	0.08893801	0.08219475	0.08957588	0.07809412	0.07581601	0.09586351	0.08219475	0.08957588	0.09303863	0.08410838	0.09458775	0.08738888	0.092583	0.08492851	0.08283263	0.09312975	0.09823275	0.0871155	0.08647763	0.08665988	0.08365275	0.09203625	0.09786826	0.09531675	0.1218341	0.08893801	0.09823275	0.08921137	0.0834705	0.09240075	0.07791188	0.08538413	0.0965925	0.08921137	0.08647763	0.08748	0.09230963	0.09030488	0.09449663	0.09695701	0.105705	0.08729775	0.08921137	0.08073675	0.1124483	0.08957588	0.08848238	0.0936765	0.08784451	0.08875575	0.09741263	0.09012263	0.086751	0.0914895	0.09349425	0.08975813	0.08465513	0.09294751	0.08957588	0.08693326	0.07936988	0.08556638	0.07526925	0.09677475	0.09294751	0.06725025	0.0703485	0.094041	0.07125975	0.09477	0.08957588	0.07663613	0.07335563	0.08538413	0.07335563	0.08265038	0.08465513	0.09376763	0.09723037	0.10206	0.09303863	0.08693326	0.08702438	0.08064563	0.1080743	0.092583	0.1060695	0.1001464	0.08337938	0.09431437	0.08902913	0.09677475	0.07782076	0.08301488	0.1028801	0.1038825	0.07526925	0.09230963	0.08483738	0.09795938
19	Primary_Motor_Cortex	3.899057	4.295177	3.932682	3.973324	4.033102	3.904615	4.084678	4.102994	4.164777	3.848391	3.841466	3.840463	3.846751	4.046588	3.762916	4.305748	3.809754	3.965031	3.676803	4.02736	4.285336	4.224646	3.989088	4.027452	4.051418	3.90179	4.233212	3.892496	3.893225	4.081306	4.008407	4.081124	3.960839	3.925939	3.782872	4.130058	4.347027	3.879009	3.970772	4.000661	4.291805	4.083312	3.773031	4.090237	3.79244	3.988086	4.203232	3.986719	4.161861	3.8791	4.200316	4.093062	3.880558	3.854223	3.97059	3.741593	4.042123	3.870534	3.996834	3.979976	3.777587	3.799548	4.113474	4.100443	3.964758	4.045586	4.09862	4.244512	4.090693	4.516975	3.728379	3.889124	4.112289	3.904798	3.755808	4.256449	3.985625	4.083312	4.528001	4.691753	3.533736	4.242051	4.119488	4.12696	4.102448	4.252531	4.246243	3.87746	4.308663	4.19986	4.428584	3.880923	3.84584	3.725372	4.106548	3.853221	4.311762	3.741502	4.123497	3.593697	4.247792	3.757266	3.881196	3.962662	3.74141	4.136164	4.09862	4.115661	4.080031	3.963482	3.710155	4.070372	3.872357	3.883839	3.861695	4.309301	3.944801	4.145368	4.065451	3.981434	4.25089	3.840554	3.807203	3.757813	4.288798	3.852127	3.805289	4.145094	4.029274	3.799639	3.981069	4.271484	4.348576	4.238862	3.834814	3.863518	4.06536	4.179904	3.940154	3.672611	4.02408	3.879374	4.017793	4.218267	4.011961	3.915824	3.879738	3.803831	3.797088	3.80374	3.710428	3.741593	3.654113	3.9366	3.682179	3.857048	3.699219	3.714802	3.753712	3.732571	3.76729	3.670242	3.842012	4.033284	3.775856	4.006948	4.035744	3.708879	4.119488	3.566906	3.631331	3.705507	4.087686	3.70168	3.537928	3.818138	3.884021	3.467306	3.808296	3.557976	3.540571	3.746149	3.750523	3.516878	3.520797	3.980887	3.906073	3.861058	3.988632	3.694208	3.668966	3.784421	3.671609	4.135708	3.748518	4.222095	4.026814	3.729473	3.990182	3.851489	3.717535	3.808205	3.689013	3.966945	3.804833	3.834449	4.207242	3.773577	3.998292
20	Secondary_Motor_Cortex	3.409898	3.62149	3.436688	3.460199	3.351942	3.691018	3.563899	3.595155	3.620396	3.429125	3.355405	3.371534	3.301823	3.556335	3.298452	3.617572	3.670424	3.506763	3.322964	3.382378	3.818229	3.628506	3.53237	3.491454	3.475143	3.393131	3.675983	3.228741	3.613744	3.709608	3.519703	3.669786	3.591327	3.446621	3.434957	3.502389	3.613562	3.454549	3.427849	3.377913	3.761093	3.523622	3.267743	3.456007	3.330983	3.454367	3.539477	3.522801	3.560527	3.323602	3.523075	3.598526	3.336178	3.496466	3.436415	3.259724	3.48863	3.364244	3.329708	3.452089	3.51214	3.535923	3.312758	3.480611	3.322509	3.391217	3.255714	3.24159	3.342192	3.642266	3.326245	3.426847	3.662132	3.320868	3.32825	3.36151	3.762369	3.19302	3.474414	3.91956	3.18245	3.670151	3.516605	3.480702	3.497469	3.62714	3.528269	3.330437	3.728835	3.634794	3.786426	3.275762	3.279133	3.210243	3.52271	3.286514	3.503392	3.230655	3.532552	3.181629	3.63288	3.262457	3.364609	3.288519	3.140532	3.629144	3.354676	3.465028	3.394771	3.214981	3.15657	3.388028	3.382013	3.393039	3.107909	3.4684	3.317315	3.637528	3.440607	3.280045	3.508221	3.270385	3.273848	3.341918	3.717262	3.275944	3.338364	3.559707	3.472045	3.177802	3.187644	3.605361	3.670333	3.546129	3.304557	3.314581	3.449355	3.3801	3.300821	3.083123	3.337909	3.327885	3.26346	3.324422	3.239312	3.450357	3.065263	3.172335	3.297905	3.297723	3.080298	3.269292	3.161582	3.422017	2.945342	3.111828	3.03747	3.09989	3.16468	3.134882	3.411173	3.204046	3.265009	3.363879	3.368071	3.47487	3.389121	3.080298	3.426391	3.446712	3.307018	3.131875	3.571098	3.216166	3.114744	3.252342	3.231566	3.070639	3.324787	3.178987	3.254803	3.303464	3.048131	3.018333	3.147458	3.368983	3.544854	3.302006	3.395956	3.458923	3.393313	3.42384	3.333808	3.614655	3.149098	3.633245	3.408804	3.264644	3.582306	3.300365	3.330619	3.422382	3.065992	3.524897	3.291253	3.158575	3.576838	3.286514	3.317041
